"Country","amount","Total through 2014","Total Grants through 2014","Country","cowcode","grant","recipient","Subgrantee","Prevention","protection","prosecution","research","Regional?","research","Regional?","recipient","Government",367,"name","Total Grants through 2014"
"Dominica","$0",,,"Dominica",54,0,,,,,,,,1,"South America",,,,"Dominica",
"Dominica","$0",,,"Dominica",54,0,,,,,,,,1,"West Africa",,,,"Dominica",
"Dominica","$0",,,"Dominica",54,0,,,,,,,,1,,,,,"Dominica",
"Dominica","$0",,,"Dominica",54,0,,,,,,,,0,,,,,"Dominica",
"Dominica","$0",,,"Dominica",54,0,,,,,,,,0,,,,,"Dominica",
"Dominica","$0",,,"Dominica",54,0,,,,,,,,0,,,,,"Dominica",
"Dominica","$0",,,"Dominica",54,0,,,,,,,,1,,,,,"Dominica",
"Dominica","$0",,,"Dominica",54,0,,,,,,,,0,,,,,"Dominica",
"Dominica","$0",,,"Dominica",54,0,,,,,,,,0,,,,,"Dominica",
"Dominica","$0",,,"Dominica",54,0,,,,,,,,0,,,,,"Dominica",
"Dominica","$0",,,"Dominica",54,0,,,,,,,,0,,,,,"Dominica",
"Dominica","$0",,,"Dominica",54,0,,,,,,,,0,,,,,"Dominica",
"Dominica","$0","$0.00",0,"Dominica",54,0,,,,,,,,0,,,,,"Dominica",0
"East Asia and Pacific Islands","Not Listed",,,"East Asia and Pacific Islands",,1,"IOM, Royal Thai Government",,0,0,1,0,"East Asia and Pacific Islands Regional",0,,"IGO",,,"East Asia and Pacific Islands",
"East Asia and Pacific Islands","Not Listed",,,"East Asia and Pacific Islands",,1,"UNODCCP/Crime Center",,0,0,1,0,"East Asia and Pacific Islands Regional",0,,"IGO",,,"East Asia and Pacific Islands",
"East Asia and Pacific Islands","Not Listed",,,"East Asia and Pacific Islands",,1,"Academy for Educational Development (AED)",,1,1,1,0,"East Asia and Pacific Islands Regional",0,,"NPO",,,"East Asia and Pacific Islands",
"East Asia and Pacific Islands","$364,248",,,"East Asia and Pacific Islands",,1,"IOM",,1,1,0,0,"Mekong Region",0,,"IGO",,,"East Asia and Pacific Islands",
"East Asia and Pacific Islands","$129,277",,,"East Asia and Pacific Islands",,1,"Meridian International Center",,1,1,0,0,"East Asia and Pacific Islands Regional",0,,"NPO",,,"East Asia and Pacific Islands",
"East Asia and Pacific Islands","$231,026",,,"East Asia and Pacific Islands",,1,"IOM",,1,1,0,0,"East Asia and Pacific Islands Regional",0,,"IGO",,,"East Asia and Pacific Islands",
"East Asia and Pacific Islands","$37,959",,,"East Asia and Pacific Islands",,1,"Academy for Educational Development (AED)",,1,0,0,0,"East Asia and Pacific Islands Regional",0,,"NPO",,,"East Asia and Pacific Islands",
"East Asia and Pacific Islands","$477,196",,,"East Asia and Pacific Islands",,1,"World Vision","TBD",1,0,0,0,"Mekong Region",0,,"NPO",,,"East Asia and Pacific Islands",
"East Asia and Pacific Islands","$368,000",,,"East Asia and Pacific Islands",,1,"IOM",,1,1,0,0,"Mekong Region",0,,"IGO",,,"East Asia and Pacific Islands",
"East Asia and Pacific Islands","$200,000",,,"East Asia and Pacific Islands",,1,"Development Alternatives, Inc. (DAI)",,1,1,1,0,"Mekong Region",0,,"Private Firm",,,"East Asia and Pacific Islands",
"East Asia and Pacific Islands","$900,000",,,"East Asia and Pacific Islands",,1,"IOM",,1,1,0,0,"East Asia and Pacific Islands",0,,"IGO",,,"East Asia and Pacific Islands",
"East Asia and Pacific Islands","$287,286",,,"East Asia and Pacific Islands",,1,"IOM",,0,1,0,1,"Mekong Region",0,,"IGO",,,"East Asia and Pacific Islands",
"East Asia and Pacific Islands","$452,402",,,"East Asia and Pacific Islands",,1,"World Vision",,1,1,1,0,"Mekong Region",0,,"NPO",,,"East Asia and Pacific Islands",
"East Asia and Pacific Islands","$133,000",,,"East Asia and Pacific Islands",,1,"AED",,"N/A","N/A","N/A","N/A","East Asia and Pacific Islands Regional",0,,"NPO",,,"East Asia and Pacific Islands",
"East Asia and Pacific Islands","$25,000",,,"East Asia and Pacific Islands",,1,"USAID","MTV Europe Foundation, MTV Networks Asia",1,0,0,0,"East Asia and Pacific Islands Regional",0,,"IGO",,,"East Asia and Pacific Islands",
"East Asia and Pacific Islands","$500,000",,,"East Asia and Pacific Islands",,1,"IOM",,1,1,0,1,"East Asia and Pacific Islands Regional",0,,"IGO",,,"East Asia and Pacific Islands",
"East Asia and Pacific Islands","$200,000",,,"East Asia and Pacific Islands",,1,"Interagency Agreement (IAA) INL-DOJ",,0,1,1,0,"East Asia and Pacific Islands Regional",0,,"Government",,,"East Asia and Pacific Islands",
"East Asia and Pacific Islands","$200,000",,,"East Asia and Pacific Islands",,1,"IOM",,0,1,0,1,"East Asia and Pacific Islands Regional",0,,"IGO",,,"East Asia and Pacific Islands",
"East Asia and Pacific Islands","$50,000",,,"East Asia and Pacific Islands",,1,"Vital Voices",,0,0,0,1,"Southeast Asia",0,,"NPO",,,"East Asia and Pacific Islands",
"East Asia and Pacific Islands","$3,087,875",,,"East Asia and Pacific Islands",,1,"MTV Europe Foundation, MTV Networks Asia",,1,0,0,0,"Southeast Asia",0,,"NPO",,,"East Asia and Pacific Islands",
"East Asia and Pacific Islands","$284,287",,,"East Asia and Pacific Islands",,1,"Rutgers University",,0,0,0,1,"East Asia and Pacific Islands Regional and USA",0,,"University",,,"East Asia and Pacific Islands",
"East Asia and Pacific Islands","$200,000",,,"East Asia and Pacific Islands",,1,"ILO",,1,0,1,0,"East Asia and Pacific Islands Regional",0,,"IGO",,,"East Asia and Pacific Islands",
"East Asia and Pacific Islands","$292,000",,,"East Asia and Pacific Islands",,1,"IOM",,0,1,0,1,"Mekong Region",0,,"IGO",,,"East Asia and Pacific Islands",
"East Asia and Pacific Islands","$165,000",,,"East Asia and Pacific Islands",,1,"Harvard School of Public Health",,0,0,0,1,"East Asia and Pacific Islands Regional",0,,"University",,,"East Asia and Pacific Islands",
"East Asia and Pacific Islands","$205,000",,,"East Asia and Pacific Islands",,1,"International Catholic Migration Commission (ICMC)",,0,1,0,0,"East Asia and Pacific Islands Regional",0,"Central America, South America, and Mexico","NGO",,,"East Asia and Pacific Islands",
"East Asia and Pacific Islands","$200,000",,,"East Asia and Pacific Islands",,1,"IOM",,0,0,1,0,"East Asia and Pacific Islands Regional",0,"East Asia and Pacific Islands Regional","IGO",,,"East Asia and Pacific Islands",
"East Asia and Pacific Islands","$245,000",,,"East Asia and Pacific Islands",,1,"United Nations Inter-Agency Project on Human Trafficking (UNIAP)",,0,0,1,0,"East Asia and Pacific Islands Regional",1,,"IGO",,,"East Asia and Pacific Islands",
"East Asia and Pacific Islands","$300,000",,,"East Asia and Pacific Islands",,1,"IOM",,0,1,0,1,"Mekong Region",0,,"IGO",,,"East Asia and Pacific Islands",
"East Asia and Pacific Islands","$115,000",,,"East Asia and Pacific Islands",,1,"ASEAN & ASEAN-US Technical Assistance and Training Facility",,"Not Listed","Not Listed","Not Listed","Not Listed","East Asia and Pacific Islands Regional",0,,"IGO",,,"East Asia and Pacific Islands",
"East Asia and Pacific Islands","$290,343",,,"East Asia and Pacific Islands",,1,"IOM",,0,1,0,1,"Mekong Region",0,,"IGO",,,"East Asia and Pacific Islands",
"East Asia and Pacific Islands","$1,300,000",,,"East Asia and Pacific Islands",,1,"Regional Development Mission for Asia","MTV Exit",1,0,0,0,"East Asia and Pacific Islands Regional",0,,"Government",,,"East Asia and Pacific Islands",
"East Asia and Pacific Islands","$485,000",,,"East Asia and Pacific Islands",,1,"International Catholic Migration Commission (ICMC)",,1,1,0,0,"East Asia and Pacific Islands Regional",0,,"NGO",,,"East Asia and Pacific Islands",
"East Asia and Pacific Islands","$750,000",,,"East Asia and Pacific Islands",,1,"United Nations Inter-Agency Project on Human Trafficking (UNIAP)",,1,1,1,0,"East Asia and Pacific Islands Regional",0,"Global","IGO",,,"East Asia and Pacific Islands",
"East Asia and Pacific Islands","Not Listed",,,"East Asia and Pacific Islands",,1,"IOM",,1,1,0,0,"East Asia",0,"Global","IGO",,,"East Asia and Pacific Islands",
"East Asia and Pacific Islands","Not Listed",,,"East Asia and Pacific Islands",,1,"IOM",,1,1,0,0,"Pacific Islands",0,,"IGO",,,"East Asia and Pacific Islands",
"East Asia and Pacific Islands","$1,230,000",,,"East Asia and Pacific Islands",,1,"MTV Exit Foundation",,0,1,0,0,"East Asia and Pacific Islands",0,"East Asia and Pacific Islands Regional","NPO",,,"East Asia and Pacific Islands",
"East Asia and Pacific Islands","$300,000",,,"East Asia and Pacific Islands",,1,"Department of State, Bureau of Population,","IOM",0,1,0,0,"East Asia and Pacific Islands Regional",0,"East Asia and Pacific Islands Regional","Government",,,"East Asia and Pacific Islands",
"East Asia and Pacific Islands","$400,000",,,"East Asia and Pacific Islands",,1,"National District Attorney's Association",,1,1,1,0,"East Asia and Pacific Islands Regional",0,,"NPO",,,"East Asia and Pacific Islands",
"East Asia and Pacific Islands","$500,000",,,"East Asia and Pacific Islands",,1,"International Organization for Migration (IOM)",,1,0,1,0,"Papua New Guinea",0,"Europe Regional","IGO",,,"East Asia and Pacific Islands",
"East Asia and Pacific Islands","$600,000",,,"East Asia and Pacific Islands",,1,"International Justice Mission (IJM)",,0,1,1,0,"Philippines",0,,"NPO",,,"East Asia and Pacific Islands",
"East Asia and Pacific Islands","$150,000",,,"East Asia and Pacific Islands",,1,"American Bar Association Fund for Justice and Education (ABA)",,1,1,1,1,"Solomon Islands",1,"Eastern Europe","NGO",,,"East Asia and Pacific Islands",
"East Asia and Pacific Islands","$125,000",,,"East Asia and Pacific Islands",,1,"New Life Center Foundation (NLCF)",,1,1,0,0,"Thailand",0,,"NGO",,,"East Asia and Pacific Islands",
"East Asia and Pacific Islands","$500,000",,,"East Asia and Pacific Islands",,1,"United Nations Office on Drugs and Crime (UNODC)",,0,0,1,0,"Thailand",0,,"IGO",,,"East Asia and Pacific Islands",
"East Asia and Pacific Islands","$500,000",,,"East Asia and Pacific Islands",,1,"International Organization for Migration (IOM)",,1,1,1,1,"Indonesia",0,,"IGO",,,"East Asia and Pacific Islands",
"East Asia and Pacific Islands","$500,000",,,"East Asia and Pacific Islands",,1,"UNODC",,1,1,1,0,"Laos",1,"Jordan, Lebanon, Iraq, Turkey, and Syria","IGO",,,"East Asia and Pacific Islands",
"East Asia and Pacific Islands","$275,000",,,"East Asia and Pacific Islands",,1,"Health Equity Initiatives (HEI)",,0,1,0,0,"Malaysia",0,,"NPO",,,"East Asia and Pacific Islands",
"East Asia and Pacific Islands","$350,000",,,"East Asia and Pacific Islands",,1,"Solidarity Center",,1,0,1,1,"Thailand",0,,"NPO",,,"East Asia and Pacific Islands",
"East Asia and Pacific Islands","$400,000",,,"East Asia and Pacific Islands",,1,"Advocates for Public Interest Law (APIL)",,1,0,0,1,,0,,"NPO",,,"East Asia and Pacific Islands",
"East Asia and Pacific Islands","$500,000",,,"East Asia and Pacific Islands",,1,"Liberty Asia",,0,0,1,1,,0,,"NGO",,,"East Asia and Pacific Islands",
"East Asia and Pacific Islands","$0",,,"East Asia and Pacific Islands",,,,,,,,,,0,"South and Central Asia Regional",,,,"East Asia and Pacific Islands",
"East Asia and Pacific Islands","$0","$18,804,899.00",49,"East Asia and Pacific Islands",,,,,,,,,,0,,,,,"East Asia and Pacific Islands",0
"East Timor","$0",,,"East Timor",,0,,,,,,,,0,,,,,"East Timor",
"East Timor","$0",,,"East Timor",,0,,,,,,,,0,,,,,"East Timor",
"East Timor","$0",,,"East Timor",,0,,,,,,,,0,,,,,"East Timor",
"East Timor","$0",,,"East Timor",,0,,,,,,,,1,,,,,"East Timor",
"East Timor","$150,000",,,"East Timor",,1,"IOM","Alola Foundation",1,0,1,0,,0,,"IGO",,,"East Timor",
"East Timor","$0",,,"East Timor",,0,,,,,,,,0,,,,,"East Timor",
"East Timor","$149,500",,,"East Timor",,1,"IOM","Alola Foundation",1,0,1,0,,0,,"IGO",,,"East Timor",
"East Timor","$215,000",,,"East Timor",,1,"IOM/Alola Foundation",,0,1,1,0,,0,,"IGO",,,"East Timor",
"East Timor","$295,400",,,"East Timor",,1,"IOM",,1,1,1,0,,0,,"IGO",,,"East Timor",
"East Timor","$0",,,"East Timor",,0,,,,,,,,0,,,,,"East Timor",
"East Timor","$0",,,"East Timor",,0,,,,,,,,0,,,,,"East Timor",
"East Timor","$0",,,"East Timor",,0,,,,,,,,0,,,,,"East Timor",
"East Timor","$0",,,"East Timor",,0,,,,,,,,0,,,,,"East Timor",
"East Timor","$0","$809,900.00",4,"East Timor",,0,,,,,,,,0,,,,,"East Timor",0
"Ecuador","$0",,,"Ecuador",130,0,,,,,,,,0,,,,,"Ecuador",
"Ecuador","$0",,,"Ecuador",130,0,,,,,,,,0,,,,,"Ecuador",
"Ecuador","$2,013,146",,,"Ecuador",130,1,"ILO-IPEC",,1,1,0,0,,0,,"IGO",,,"Ecuador",
"Ecuador","$80,000",,,"Ecuador",130,1,"Government of Ecuador",,1,1,1,0,,0,,"Government",,,"Ecuador",
"Ecuador","$370,798",,,"Ecuador",130,1,"American Bar Association/Latin America",,0,0,1,0,,0,,"NGO",,,"Ecuador",
"Ecuador","$120,000",,,"Ecuador",130,1,"Defense for Children International, Esquel Foundation",,1,0,1,0,,0,"Philippines","NGO",,,"Ecuador",
"Ecuador","$80,000",,,"Ecuador",130,1,"CRS",,1,1,0,0,,0,,"NPO",,,"Ecuador",
"Ecuador","$395,942",,,"Ecuador",130,1,"American Bar Association",,0,1,1,0,,0,,"NGO",,,"Ecuador",
"Ecuador","$1,999,796",,,"Ecuador",130,1,"ILO, International Program on the Elimination of Child Labor",,1,0,0,0,,0,"Global","IGO",,,"Ecuador",
"Ecuador","$200,000",,,"Ecuador",130,1,"Fundacion No Mas Desaparecidos- Gianni Morrone (NMD)",,1,0,1,1,,0,"Global","NPO",,,"Ecuador",
"Ecuador","$250,000",,,"Ecuador",130,1,"IOM",,1,1,1,1,,0,,"IGO",,,"Ecuador",
"Ecuador","$250,000",,,"Ecuador",130,1,"TBD",,0,1,0,0,,0,,"Neither",,,"Ecuador",
"Ecuador","$300,000",,,"Ecuador",130,1,"IOM",,0,1,0,0,,0,,"IGO",,,"Ecuador",
"Ecuador","$95,000",,,"Ecuador",130,1,"World Learning",,1,1,0,0,,0,,"NPO",,,"Ecuador",
"Ecuador","$86,350",,,"Ecuador",130,1,"Fundacion Amauta",,0,1,0,0,,0,"Barbados, St. Lucia","NPO",,,"Ecuador",
"Ecuador","$105,000",,,"Ecuador",130,1,"National Police (COAC and DINAPEN)",,0,0,1,0,,0,"Papua New Guinea","Government",,,"Ecuador",
"Ecuador","$60,000",,,"Ecuador",130,1,"Post","National Police [Centro de Operaciones Anti-Contrabado (COAC) and Direccion Nacional de Policia Especializada para Ninos Ninas y Adolescentes (DINAPEN)]",0,0,1,0,,1,"Indonesia","Government",,,"Ecuador",
"Ecuador","$60,000",,,"Ecuador",130,1,"Ecuadorian National Police Anti-Smuggling Center",,1,0,0,0,,0,,"Government",,,"Ecuador",
"Ecuador","$90,000",,,"Ecuador",130,1,"Centro de Operaciones Anti- Contrabado(COAC), Direcction Nacional de Policia Especializada para Ninos Ninos y Adolescentes.",,1,0,1,0,,0,,"Government",,,"Ecuador",
"Ecuador","$900,000",,,"Ecuador",130,1,"IOM",,1,1,0,0,,0,,"IGO",,,"Ecuador",
"Ecuador","$400,000",,,"Ecuador",130,1,"Coalition Against Trafficking in Women",,1,0,0,0,,0,,"NGO",,,"Ecuador",
"Ecuador","$0",,,"Ecuador",130,0,,,,,,,,0,,,,,"Ecuador",
"Ecuador","$0",,,"Ecuador",130,0,,,,,,,,0,,,,,"Ecuador",
"Ecuador","$0","$7,856,032.00",19,"Ecuador",130,0,,,,,,,,1,,,,,"Ecuador",0
"Egypt","$0",,,"Egypt",651,0,,,,,,,,0,"Africa Regional",,,,"Egypt",
"Egypt","Not Listed",,,"Egypt",651,1,"4 Individuals",,1,0,0,0,,0,,"Individual",,,"Egypt",
"Egypt","$0",,,"Egypt",651,0,,,,,,,,0,,,,,"Egypt",
"Egypt","$0",,,"Egypt",651,0,,,,,,,,0,,,,,"Egypt",
"Egypt","$0",,,"Egypt",651,0,,,,,,,,0,,,,,"Egypt",
"Egypt","$0",,,"Egypt",651,0,,,,,,,,0,,,,,"Egypt",
"Egypt","$0",,,"Egypt",651,0,,,,,,,,0,,,,,"Egypt",
"Egypt","$0",,,"Egypt",651,0,,,,,,,,0,,,,,"Egypt",
"Egypt","$430,000",,,"Egypt",651,1,"CRS",,1,1,0,0,,0,,"NPO",,,"Egypt",
"Egypt","$400,000",,,"Egypt",651,1,"Johns Hopkins University, The Protection Project",,1,1,1,0,,0,,"University",,,"Egypt",
"Egypt","$200,000",,,"Egypt",651,1,"IOM",,1,1,1,0,,0,,"IGO",,,"Egypt",
"Egypt","$200,000",,,"Egypt",651,1,"IOM",,0,0,1,0,,0,,"IGO",,,"Egypt",
"Egypt","$300,000",,,"Egypt",651,1,"International Research and Exchanges Board (IREB)",,1,1,1,0,,0,,"NPO",,,"Egypt",
"Egypt","$400,000",,,"Egypt",651,1,"IOM",,0,1,1,0,,0,,"IGO",,,"Egypt",
"Egypt","$0",,,"Egypt",651,0,,,,,,,,1,,,,,"Egypt",
"Egypt","$0","$1,930,000.00",7,"Egypt",651,0,,,,,,,,0,,,,,"Egypt",0
"ElSalvador","$0",,,"ElSalvador",92,0,,,,,,,,0,,,,,"ElSalvador",
"ElSalvador","Not Listed",,,"ElSalvador",92,1,"The Salvadoran Institute for the Full Development of Children and Adolescents",,1,1,1,0,,0,,"Government",,,"ElSalvador",
"ElSalvador","Not Listed",,,"ElSalvador",92,1,"The Salvadoran Institute for the Full Development of Children and Adolescents",,1,0,0,0,,0,,"Government",,,"ElSalvador",
"ElSalvador","Not Listed",,,"ElSalvador",92,1,"IOM",,1,1,0,0,,0,,"IGO",,,"ElSalvador",
"ElSalvador","$0",,,"ElSalvador",92,0,,,,,,,,0,,,,,"ElSalvador",
"ElSalvador","$0",,,"ElSalvador",92,0,,,,,,,,0,,,,,"ElSalvador",
"ElSalvador","$0",,,"ElSalvador",92,0,,,,,,,,0,"Southeast Europe",,,,"ElSalvador",
"ElSalvador","$3,380,000",,,"ElSalvador",92,1,"ILO, International Program on the Elimination of Child Labor",,1,1,0,0,,0,,"IGO",,,"ElSalvador",
"ElSalvador","$160,000",,,"ElSalvador",92,1,"Save the Children",,0,1,0,0,,0,,"NGO",,,"ElSalvador",
"ElSalvador","$10,000",,,"ElSalvador",92,1,"IOM",,0,1,0,0,,0,,"IGO",,,"ElSalvador",
"ElSalvador","$79,905",,,"ElSalvador",92,1,"IOM",,0,1,0,0,,0,,"IGO",,,"ElSalvador",
"ElSalvador","$0",,,"ElSalvador",92,0,,,,,,,,0,,,,,"ElSalvador",
"ElSalvador","$50,000",,,"ElSalvador",92,1,"IOM",,1,1,0,1,,0,,"IGO",,,"ElSalvador",
"ElSalvador","$0",,,"ElSalvador",92,0,,,,,,,,1,"Global",,,,"ElSalvador",
"ElSalvador","$0",,,"ElSalvador",92,0,,,,,,,,1,"Global",,,,"ElSalvador",
"ElSalvador","$0",,,"ElSalvador",92,0,,,,,,,,"N/A","Global",,,,"ElSalvador",
"ElSalvador","$0",,,"ElSalvador",92,0,,,,,,,,0,,,,,"ElSalvador",
"ElSalvador","$0","$3,679,905.00",8,"ElSalvador",92,0,,,,,,,,0,,,,,"ElSalvador",0
"EqGuinea","$0",,,"EqGuinea",411,0,,,,,,,,0,,,,,"EqGuinea",
"EqGuinea","$0",,,"EqGuinea",411,0,,,,,,,,0,"Central America, South America, Caribbean, and Africa",,,,"EqGuinea",
"EqGuinea","$0",,,"EqGuinea",411,0,,,,,,,,0,,,,,"EqGuinea",
"EqGuinea","$0",,,"EqGuinea",411,0,,,,,,,,0,,,,,"EqGuinea",
"EqGuinea","$8,000",,,"EqGuinea",411,1,"AF/EX","UNICEF",0,1,0,0,,0,,"NPO",,,"EqGuinea",
"EqGuinea","$0",,,"EqGuinea",411,0,,,,,,,,0,,,,,"EqGuinea",
"EqGuinea","$0",,,"EqGuinea",411,0,,,,,,,,0,,,,,"EqGuinea",
"EqGuinea","$0",,,"EqGuinea",411,0,,,,,,,,0,,,,,"EqGuinea",
"EqGuinea","$0",,,"EqGuinea",411,0,,,,,,,,0,,,,,"EqGuinea",
"EqGuinea","$0",,,"EqGuinea",411,0,,,,,,,,0,,,,,"EqGuinea",
"EqGuinea","$0",,,"EqGuinea",411,0,,,,,,,,0,,,,,"EqGuinea",
"EqGuinea","$0",,,"EqGuinea",411,0,,,,,,,,0,,,,,"EqGuinea",
"EqGuinea","$0",,,"EqGuinea",411,0,,,,,,,,0,,,,,"EqGuinea",
"EqGuinea","$0","$8,000.00",1,"EqGuinea",411,0,,,,,,,,0,,,,,"EqGuinea",1
"Eritrea","$0",,,"Eritrea",531,0,,,,,,,,0,,,,,"Eritrea",
"Eritrea","$0",,,"Eritrea",531,0,,,,,,,,0,,,,,"Eritrea",
"Eritrea","$0",,,"Eritrea",531,0,,,,,,,,0,,,,,"Eritrea",
"Eritrea","$0",,,"Eritrea",531,0,,,,,,,,0,,,,,"Eritrea",
"Eritrea","$0",,,"Eritrea",531,0,,,,,,,,0,,,,,"Eritrea",
"Eritrea","$0",,,"Eritrea",531,0,,,,,,,,0,,,,,"Eritrea",
"Eritrea","$0",,,"Eritrea",531,0,,,,,,,,0,,,,,"Eritrea",
"Eritrea","$0",,,"Eritrea",531,0,,,,,,,,0,,,,,"Eritrea",
"Eritrea","$0",,,"Eritrea",531,0,,,,,,,,0,,,,,"Eritrea",
"Eritrea","$0",,,"Eritrea",531,0,,,,,,,,0,,,,,"Eritrea",
"Eritrea","$0",,,"Eritrea",531,0,,,,,,,,0,,,,,"Eritrea",
"Eritrea","$0",,,"Eritrea",531,0,,,,,,,,0,,,,,"Eritrea",
"Eritrea","$0",,,"Eritrea",531,0,,,,,,,,0,,,,,"Eritrea",
"Eritrea","$0","$0.00",0,"Eritrea",531,0,,,,,,,,0,,,,,"Eritrea",0
"Estonia","$0",,,"Estonia",366,0,,,,,,,,0,,,,,"Estonia",
"Estonia","Not Listed",,,"Estonia",366,1,"Legal Information Center for Human Rights",,1,0,0,0,,0,,"NGO",,,"Estonia",
"Estonia","Not Listed",,,"Estonia",366,1,"International Organization for Adolescents (IOFA)",,1,0,0,0,,0,,"NPO",,,"Estonia",
"Estonia","$11,780",,,"Estonia",366,1,"Tartu Child Support Center",,1,0,0,0,,0,,"NGO",,,"Estonia",
"Estonia","$30,000",,,"Estonia",366,1,"Meridian",,1,1,0,0,,0,,"NPO",,,"Estonia",
"Estonia","$24,500",,,"Estonia",366,1,"USDOS/EUR",,1,0,0,0,,0,,"Government",,,"Estonia",
"Estonia","$6,973",,,"Estonia",366,1,"Embassy",,1,0,0,0,,0,,"Government",,,"Estonia",
"Estonia","$60,814",,,"Estonia",366,1,"IOM",,1,0,0,0,,0,,"IGO",,,"Estonia",
"Estonia","$50,000",,,"Estonia",366,1,"League of Finnish Feminists",,1,0,0,0,,0,,"NGO",,,"Estonia",
"Estonia","$28,732",,,"Estonia",366,1,"Tartu Child Support Center",,1,0,0,0,,0,,"NGO",,,"Estonia",
"Estonia","$0",,,"Estonia",366,0,,,,,,,,0,,,,,"Estonia",
"Estonia","$21,250",,,"Estonia",366,1,"Dr. Juri Saar","CIES - Fulbright Visiting Scholar",0,0,0,1,,0,,"Academic Fellowship",,,"Estonia",
"Estonia","$0",,,"Estonia",366,0,,,,,,,,0,,,,,"Estonia",
"Estonia","$0",,,"Estonia",366,0,,,,,,,,0,,,,,"Estonia",
"Estonia","$0",,,"Estonia",366,0,,,,,,,,0,"Latin America and Caribbean Regional",,,,"Estonia",
"Estonia","$0",,,"Estonia",366,0,,,,,,,,0,,,,,"Estonia",
"Estonia","$0",,,"Estonia",366,0,,,,,,,,0,,,,,"Estonia",
"Estonia","$0",,,"Estonia",366,0,,,,,,,,0,,,,,"Estonia",
"Estonia","$0",,,"Estonia",366,0,,,,,,,,0,,,,,"Estonia",
"Estonia","$0","$234,049.00",10,"Estonia",366,0,,,,,,,,0,,,,,"Estonia",0
"Ethiopia","$0",,,"Ethiopia",530,0,,,,,,,,0,,,,,"Ethiopia",
"Ethiopia","Not Listed",,,"Ethiopia",530,1,"IOM",,1,0,0,0,,0,,"IGO",,,"Ethiopia",
"Ethiopia","Not Listed",,,"Ethiopia",530,1,"Save the Children; PACT; Pathfinder International; IOM; Family Health International",,1,0,1,0,,0,,"IGO",,,"Ethiopia",
"Ethiopia","$25,000",,,"Ethiopia",530,1,"IOM",,1,0,0,0,,0,"Global","IGO",,,"Ethiopia",
"Ethiopia","$230,000",,,"Ethiopia",530,1,"Save the Children, PACT, Pathfinder International, IOM, and PSI",,1,0,1,0,,0,,"IGO",,,"Ethiopia",
"Ethiopia","$0",,,"Ethiopia",530,0,,,,,,,,0,,,,,"Ethiopia",
"Ethiopia","$20,000",,,"Ethiopia",530,1,"AF/EX","Ministry of Justice",0,1,0,0,,0,,"NPO",,,"Ethiopia",
"Ethiopia","$345,000",,,"Ethiopia",530,1,"IOM","Good Samaritan Association",1,1,1,0,,0,,"IGO",,,"Ethiopia",
"Ethiopia","$0",,,"Ethiopia",530,0,,,,,,,,0,,,,,"Ethiopia",
"Ethiopia","$0",,,"Ethiopia",530,0,,,,,,,,0,,,,,"Ethiopia",
"Ethiopia","$324,000",,,"Ethiopia",530,1,"Project Concern International (PCI)",,0,1,1,0,,0,,"NGO",,,"Ethiopia",
"Ethiopia","$0",,,"Ethiopia",530,0,,,,,,,,0,,,,,"Ethiopia",
"Ethiopia","$500,000",,,"Ethiopia",530,1,"ILO",,1,1,0,0,,0,,"IGO",,,"Ethiopia",
"Ethiopia","$0",,,"Ethiopia",530,0,,,,,,,,0,,,,,"Ethiopia",
"Ethiopia","$500,000",,,"Ethiopia",530,1,"IOM",,0,0,1,0,,0,,"IGO",,,"Ethiopia",
"Ethiopia","$0",,,"Ethiopia",530,0,,,,,,,,0,,,,,"Ethiopia",
"Ethiopia","$0","$1,944,000.00",9,"Ethiopia",530,0,,,,,,,,0,"Africa Regional",,,,"Ethiopia",0
"Europe","Not Listed",,,"Europe",,1,"Stability Pact",,1,1,0,0,"Europe Regional",0,"Africa Regional","IGO",,,"Europe",
"Europe","Not Listed",,,"Europe",,1,"Southeast European Cooperative Initiative (SECI): Human Trafficking Task Force",,0,1,1,0,"Europe Regional",0,"Southern Africa","Government",,,"Europe",
"Europe","Not Listed",,,"Europe",,1,"Various NGOs in Lithuania, Estonia, and Russia",,1,1,0,0,"Europe Regional",0,"West and Central Africa","NGO",,,"Europe",
"Europe","Not Listed",,,"Europe",,1,"Center for Strategic and International Studies",,1,1,1,0,"Europe Regional",0,,"Neither",,,"Europe",
"Europe","Not Listed",,,"Europe",,1,"Government of Poland",,1,0,1,0,"Europe Regional",0,,"Government",,,"Europe",
"Europe","Not Listed",,,"Europe",,1,"International Center for Journalists",,1,0,0,0,"Europe Regional",0,,"NPO",,,"Europe",
"Europe","Not Listed",,,"Europe",,1,"WBUR/Boston University",,1,0,0,0,"Europe Regional",0,,"University",,,"Europe",
"Europe","$200,000",,,"Europe",,1,"IOM",,1,1,0,0,"Europe/Eurasia",0,,"IGO",,,"Europe",
"Europe","$25,000",,,"Europe",,1,"GUUAM Law Enforcement Center",,1,0,1,0,"Caucasus and Central Asia",0,,"Government",,,"Europe",
"Europe","$400,000",,,"Europe",,1,"Stability Pact",,1,1,0,0,"Southeast Europe",0,,"Government",,,"Europe",
"Europe","$250,000",,,"Europe",,1,"Southeast European Cooperative Initiative (SECI): Center to Combat Transnational Crime",,0,0,1,0,"Southeast Europe",0,,"Government",,,"Europe",
