"name","fiscal year","cowcode","grant","recipient","subgrantee","prevention","protection","prosecution","research","amount","regional","recipient_type"
"Eritrea",2010,531,0,,,,,,,"$0",,
"Eritrea",2011,531,0,,,,,,,"$0",,
"Eritrea",2012,531,0,,,,,,,"$0",,
"Eritrea",2013,531,0,,,,,,,"$0",,
"Eritrea",2014,531,0,,,,,,,"$0",,
"Estonia",2001,366,0,,,,,,,"$0",,
"Estonia",2002,366,1,"Legal Information Center for Human Rights",1,0,0,0,0,"Not Listed",0,
"Estonia",2002,366,1,"International Organization for Adolescents (IOFA)",1,0,0,0,0,"Not Listed",0,
"Estonia",2003,366,1,"Tartu Child Support Center",1,0,0,0,0,"$11,780",0,
"Estonia",2003,366,1,"Meridian",,1,1,0,0,"$30,000",,"NPO"
"Estonia",2003,366,1,"USDOS/EUR",1,0,0,0,0,"$24,500",0,
"Estonia",2003,366,1,"Embassy",,1,0,0,0,"$6,973",,"Government"
"Estonia",2003,366,1,"IOM",,1,0,0,0,"$60,814",,"IGO"
"Estonia",2004,366,1,"League of Finnish Feminists",1,0,0,0,0,"$50,000",0,
"Estonia",2004,366,1,"Tartu Child Support Center",1,0,0,0,0,"$28,732",0,
"Estonia",2005,366,0,,,,,,,"$0",,
"Estonia",2006,366,1,"Dr. Juri Saar","CIES - Fulbright Visiting Scholar",0,0,0,1,"$21,250",,"Neither"
"Estonia",2007,366,0,,,,,,,"$0",,
"Estonia",2008,366,0,,,,,,,"$0",,
"Estonia",2009,366,0,,,,,,,"$0",,
"Estonia",2010,366,0,,,,,,,"$0",,
"Estonia",2011,366,0,,,,,,,"$0",,
"Estonia",2012,366,0,,,,,,,"$0",,
"Estonia",2013,366,0,,,,,,,"$0",,
"Estonia",2014,366,0,,,,,,,"$0",,
"Ethiopia",2001,530,0,,,,,,,"$0",,
"Ethiopia",2002,530,1,"IOM",,1,0,0,0,"Not Listed",,"IGO"
"Ethiopia",2002,530,1,"Save the Children; PACT; Pathfinder International; IOM; Family Health International",1,0,1,0,0,"Not Listed",0,
"Ethiopia",2003,530,1,"IOM",,1,0,0,0,"$25,000",,"IGO"
"Ethiopia",2003,530,1,"Save the Children, PACT, Pathfinder International, IOM, and PSI",1,0,1,0,0,"$230,000",0,
"Ethiopia",2004,530,0,,,,,,,"$0",,
"Ethiopia",2005,530,1,"AF/EX","Ministry of Justice",0,1,0,0,"$20,000",,"NPO"
"Ethiopia",2005,530,1,"IOM","Good Samaritan Association",1,1,1,0,"$345,000",,"IGO"
"Ethiopia",2006,530,0,,,,,,,"$0",,
"Ethiopia",2007,530,0,,,,,,,"$0",,
"Ethiopia",2008,530,1,"Project Concern International (PCI)",0,1,1,0,0,"$324,000",0,
"Ethiopia",2009,530,0,,,,,,,"$0",,
"Ethiopia",2010,530,1,"ILO",,1,1,0,0,"$500,000",,"IGO"
"Ethiopia",2011,530,0,,,,,,,"$0",,
"Ethiopia",2012,530,1,"IOM",,0,0,1,0,"$500,000",,"IGO"
"Ethiopia",2013,530,0,,,,,,,"$0",,
"Ethiopia",2014,530,0,,,,,,,"$0",,
"Europe",2002,,1,"Stability Pact",1,1,0,0,0,"Not Listed",0,
"Europe",2002,,1,"Southeast European Cooperative Initiative (SECI): Human Trafficking Task Force",0,1,1,0,0,"Not Listed",0,
"Europe",2002,,1,"Various NGOs in Lithuania, Estonia, and Russia",1,1,0,0,0,"Not Listed",0,
"Europe",2002,,1,"Center for Strategic and International Studies",1,1,1,0,0,"Not Listed",0,
"Europe",2002,,1,"Government of Poland",1,0,1,0,0,"Not Listed",0,
"Europe",2002,,1,"International Center for Journalists",1,0,0,0,0,"Not Listed",0,
"Europe",2002,,1,"WBUR/Boston University",1,0,0,0,0,"Not Listed",0,
"Europe",2003,,1,"IOM",,1,1,0,0,"$200,000","Europe/Eurasia","IGO"
"Europe",2003,,1,"GUUAM Law Enforcement Center",1,0,1,0,0,"$25,000",0,
"Europe",2003,,1,"Stability Pact",1,1,0,0,0,"$400,000",0,
"Europe",2003,,1,"Southeast European Cooperative Initiative (SECI): Center to Combat Transnational Crime",0,0,1,0,0,"$250,000",0,
"Europe",2003,,1,"International Research and Exchanges Board (IREB)",1,0,0,0,0,"$249,931",0,
"Europe",2003,,1,"Johns Hopkins University, School for Advanced International Studies (SAIS)",1,0,0,0,0,"$235,834",0,
"Europe",2003,,1,"ILO-IPEC",,1,1,0,0,"$1,500,000","Southeast and East Europe","IGO"
"Europe",2003,,1,"Meridian International Center",1,1,0,0,0,"$46,844",0,
"Europe",2003,,1,"Meridian International Center",1,1,0,0,0,"$147,292",0,
"Europe",2004,,1,"Coalition Against Trafficking in Women",1,0,0,0,0,"$335,000",0,
"Europe",2004,,1,"IOM",,1,1,1,0,"$517,436","Europe/Eurasia","IGO"
"Europe",2004,,1,"IOM, Ministries of Interior, Justice and Foreign Affairs, National Police, Border Guards and Migration Offices, as well as a number of local and regional non-governmental organizations in Estonia, Latvia, and Lithuania",1,1,1,0,0,"$398,464",0,
"Europe",2004,,1,"Delphi International Program of World Learning",1,0,1,0,0,"$255,000",0,
"Europe",2004,,1,"Meridian International Center",1,0,1,0,0,"$105,000",0,
"Europe",2004,,1,"Meridian International Center, Organization for Security and Co-operation in Europe (OSCE) Mission",1,1,1,0,0,"$15,000",0,
"Europe",2004,,1,"IOM",,1,1,0,0,"$120,000","Europe/Eurasia","IGO"
"Europe",2004,,1,"IOM, Organization for Security and Co-operation in Europe (OSCE) Mission",1,0,0,0,0,"$60,000",0,
"Europe",2005,,1,"UNODC",,1,0,0,1,"$200,000","Europe/Eurasia","IGO"
"Europe",2005,,1,"ICMPD",,0,1,1,0,"$2,030,000","Europe/Eurasia","Neither"
"Europe",2006,,1,"Philip Reichel",0,0,0,1,1,"$20,000",0,
"Europe",2006,,1,"John Picarelli",0,0,0,1,1,"$20,000",0,
"Europe",2007,,1,"Coalition Against Trafficking in Women",0,0,1,0,0,"$152,000",0,
"Europe",2007,,1,"IOM",,1,1,0,1,"$50,000","Europe Regional","IGO"
"Europe",2007,,1,"ICMPD",,0,1,1,0,"$799,990","Europe/Eurasia","IGO"
"Europe",2008,,1,"ICMPD",,0,1,1,0,"$715,000","Europe Regional","IGO"
"Europe",2010,,1,"IOM",,1,1,0,0,"$1,925,263","Central Asia","IGO"
"Europe",2010,,1,"International Center for Migration Policy Development",0,1,0,1,1,"$650,000",0,
"Europe",2012,,1,"Organization for Security and Cooperation in Europe (OSCE)",1,0,0,0,0,"$25,000",0,
"Europe",2013,,1,"Organization for Security and Cooperation in Europe (OSCE)",,0,,,,"$0",,
"Europe",2014,0,0,,,,,,,"$0",,
"Fiji",2001,950,0,,,,,,,"$0",,
"Fiji",2002,950,1,"Fiji Women�s Crisis Center (FWCC)",1,0,0,0,0,"Not Listed","N/A",
"Fiji",2003,950,0,,,,,,,"$0",,
"Fiji",2004,950,0,,,,,,,"$0",,
"Fiji",2005,950,0,,,,,,,"$0",,
"Fiji",2006,950,0,,,,,,,"$0",,
"Fiji",2007,950,0,,,,,,,"$0",,
"Fiji",2008,950,0,,,,,,,"$0",,
"Fiji",2009,950,1,"Save the Children Fiji",1,1,1,0,0,"$226,767",0,
"Fiji",2010,950,0,,,,,,,"$0",,
"Fiji",2011,950,0,,,,,,,"$0",,
"Fiji",2012,950,0,,,,,,,"$0",,
"Fiji",2013,950,0,,,,,,,"$0",,
"Fiji",2014,950,0,,,,,,,"$0",,
"Finland",2001,375,0,,,,,,,"$0",,
"Finland",2002,375,0,,,,,,,"$0",,
"Finland",2003,375,1,"U.S. Embassy Helsinki",1,0,0,0,0,"$40,000",0,
"Finland",2004,375,1,"Delphi International Program of World Learning",1,0,0,0,0,"$14,063",1,
"Finland",2005,375,0,,,,,,,"$0",,
"Finland",2006,375,0,,,,,,,"$0",,
"Finland",2007,375,0,,,,,,,"$0",,
"Finland",2008,375,0,,,,,,,"$0",,
"Finland",2009,375,0,,,,,,,"$0",,
"Finland",2010,375,0,,,,,,,"$0",,
"Finland",2011,375,0,,,,,,,"$0",,
"Finland",2012,375,0,,,,,,,"$0",,
"Finland",2013,375,0,,,,,,,"$0",,
"Finland",2014,375,0,,,,,,,"$0",,
"France",2001,220,0,,,,,,,"$0",,
"France",2002,220,0,,,,,,,"$0",,
"France",2003,220,0,,,,,,,"$0",,
"France",2004,220,0,,,,,,,"$0",,
"France",2005,220,0,,,,,,,"$0",,
"France",2006,220,0,,,,,,,"$0",,
"France",2007,220,0,,,,,,,"$0",,
"France",2008,220,0,,,,,,,"$0",,
"France",2009,220,0,,,,,,,"$0",,
"France",2010,220,0,,,,,,,"$0",,
"France",2011,220,0,,,,,,,"$0",,
"France",2012,220,0,,,,,,,"$0",,
"France",2013,220,0,,,,,,,"$0",,
"France",2014,220,0,,,,,,,"$0",,
"Gabon",2001,481,0,,,,,,,"$0",,
"Gabon",2002,481,1,"Government of Gabon",0,1,1,0,0,"Not Listed",1,
"Gabon",2003,481,,,,,,,,"$0",,
"Gabon",2004,481,1,"Embassy PAS","Embassy PAS, Radio Television Nazareth (RTN), TeleAfrica, TV RTGII, Radio Nostalgie, Top FM/VOA, Africa #1 (Radio)",1,0,0,0,"$35,200",,"Neither"
"Gabon",2005,481,1,"UNICEF","Caritas",0,1,1,0,"$120,000",,"IGO"
"Gabon",2005,481,1,"UNICEF","Caritas",0,1,1,0,"$18,000",,"IGO"
"Gabon",2006,481,0,,,,,,,"$0",,
"Gabon",2007,481,1,"DOJ/ICITAP",0,0,1,0,0,"$200,000",1,
"Gabon",2008,481,0,,,,,,,"$0",,
"Gabon",2009,481,0,,,,,,,"$0",,
"Gabon",2010,481,0,,,,,,,"$0",,
"Gabon",2011,481,0,,,,,,,"$0",,
"Gabon",2012,481,0,,,,,,,"$0",,
"Gabon",2013,481,0,,,,,,,"$0",,
"Gabon",2014,481,0,,,,,,,"$0",,
"Gambia",2001,420,0,,,,,,,"$0",,
"Gambia",2002,420,0,,,,,,,"$0",,
"Gambia",2003,420,0,,,,,,,"$0",,
"Gambia",2004,420,0,,,,,,,"$0",,
"Gambia",2005,420,1,"AF/EX","Shelter for Children and Child Protection Alliance",0,1,0,0,"$12,000",,"NPO"
"Gambia",2006,420,0,,,,,,,"$0",,
"Gambia",2007,420,1,"DOJ/ICITAP",0,0,1,0,0,"$125,000",1,
"Gambia",2008,420,0,,,,,,,"$0",,
"Gambia",2009,420,0,,,,,,,"$0",,
"Gambia",2010,420,0,,,,,,,"$0",,
"Gambia",2011,420,1,"ChildFund International",0,1,1,0,0,"$400,000",1,
"Gambia",2012,420,0,,,,,,,"$0",,
"Gambia",2013,420,0,,,,,,,"$0",,
"Gambia",2014,420,0,,,,,,,"$0",,
"Georgia",2001,372,0,,,,,,,"$0",,
"Georgia",2002,372,0,,,,,,,"$0",,
"Georgia",2003,372,1,"International Center for Journalists",1,0,0,0,0,"$144,468",0,
"Georgia",2003,372,1,"Management Systems Internationa",1,0,0,0,0,"$75,000",0,
"Georgia",2004,372,1,"IOM","IRIS and Georgian Young Lawyers Association (GYLA)",1,1,0,0,"$200,000",,"IGO"
"Georgia",2005,372,1,"DOJ/OPDAT",1,1,1,0,0,"$150,000",1,
"Georgia",2005,372,1,"Eka Gulua",1,0,0,0,0,"$700",0,
"Georgia",2005,372,1,"Georgia Young Lawyers Association (GLA)",1,1,1,0,0,"$600,000",0,
"Georgia",2006,372,1,"Georgian Young Lawyers' Association",1,1,0,0,0,"$200,000",0,
"Georgia",2007,372,1,"GYLA Georgian Young Lawyers' Association",1,1,0,0,0,"$200,000",1,
"Georgia",2008,372,0,,,,,,,"$0",,
"Georgia",2009,372,0,,,,,,,"$0",,
"Georgia",2010,372,1,"IOM",,0,1,1,0,"$100,000",,"IGO"
"Georgia",2011,372,0,,,,,,,"$0",,
"Georgia",2012,372,0,,,,,,,"$0",,
"Georgia",2013,372,0,,,,,,,"$0",,
"Georgia",2014,372,0,,,,,,,"$0",,
"Germany",2001,255,0,,,,,,,"$0",,
"Germany",2002,255,0,,,,,,,"$0",,
"Germany",2003,255,0,,,,,,,"$0",,
"Germany",2004,255,0,,,,,,,"$0",,
"Germany",2005,255,0,,,,,,,"$0",,
"Germany",2006,255,0,,,,,,,"$0",,
"Germany",2007,255,0,,,,,,,"$0",,
"Germany",2008,255,0,,,,,,,"$0",,
"Germany",2009,255,0,,,,,,,"$0",,
"Germany",2010,255,0,,,,,,,"$0",,
"Germany",2011,255,0,,,,,,,"$0",,
"Germany",2012,255,0,,,,,,,"$0",,
"Germany",2013,255,0,,,,,,,"$0",,
"Germany",2014,255,0,,,,,,,"$0",,
"Ghana",2001,452,0,,,,,,,"$0",,
"Ghana",2002,452,1,"IOM",,1,1,0,0,"Not Listed",,"IGO"
"Ghana",2002,452,1,"2 Individuals",1,0,0,0,0,"Not Listed",1,
"Ghana",2003,452,1,"IOM","Crisis Response Center/Women�s Initiative for Self-Empowerment (CRC-WISE)",1,1,1,0,"$243,582",,"IGO"
"Ghana",2003,452,1,"IOM",,1,1,0,0,"$200,000",,"IGO"
"Ghana",2004,452,1,"OPDAT",,0,1,1,0,"$250,000",,"Government"
"Ghana",2004,452,1,"IOM",,1,0,1,0,"$180,000",,"IGO"
"Ghana",2005,452,1,"AF/EX","Women's Development Initiative",0,1,0,0,"$12,000",,"NPO"
"Ghana",2005,452,1,"IOM",,0,1,0,1,"$300,000",,"IGO"
"Ghana",2006,452,1,"IOM",,0,1,0,1,"$250,000",,"IGO"
"Ghana",2007,452,1,"IOM",,0,1,0,1,"$100,000",,"IGO"
"Ghana",2008,452,1,"IOM",,0,1,0,1,"$50,000",,"IGO"
"Ghana",2009,452,1,"Legal Resource Center",1,1,1,0,0,"$400,000",0,
"Ghana",2009,452,1,"IOM",,0,1,0,1,"$80,000",,"IGO"
"Ghana",2010,452,1,"Virginia State University (VSU)",1,1,0,0,0,"$450,000",1,
"Ghana",2011,452,0,,,,,,,"$0",,
"Ghana",2012,452,0,,,,,,,"$0",,
"Ghana",2013,452,0,,,,,,,"$0",,
"Ghana",2014,452,0,,,,,,,"$0",,
"Global",2002,,1,"UNODCCP",1,0,0,0,0,"Not Listed",0,
"Global",2002,,1,"UNODCCP",1,0,0,0,0,"Not Listed",1,
"Global",2002,,1,"Development Alternatives, Inc. (DAI)",1,1,0,0,0,"Not Listed",0,
"Global",2003,,1,"IOM: Geneva HQ",1,0,0,0,0,"$407,450",1,
"Global",2003,,1,"The Johns Hopkins University (School for Advanced International Studies)",1,0,0,0,0,"$353,176",0,
"Global",2003,,1,"University of Rhode Island",1,0,0,0,0,"$49,970",0,
"Global",2003,,1,"Shared Hope International",1,1,1,0,0,"$500,000",1,
"Global",2003,,1,"UNIAP","World Vision",1,1,1,0,"$500,251","Global","IGO"
"Global",2003,,1,"IOM",,1,1,0,0,"$250,000","Global","IGO"
"Global",2003,,1,"Development Alternatives, Inc. (DAI)",1,1,0,0,0,"$400,000",0,
"Global",2003,,1,"ILO-IPEC",,1,1,0,0,"$7,000,000","Global","IGO"
"Global",2004,,1,"Johns Hopkins University",0,0,1,0,0,"$150,000",0,
"Global",2004,,1,"TBD",,1,0,0,0,"$75,000","Global","Neither"
"Global",2004,,1,"Delphi International Program of World Learning",1,1,1,0,0,"$255,000",1,
"Global",2004,,1,"United Nations Department of Peacekeeping Operations",1,1,1,0,0,"$200,000",0,
"Global",2004,,1,"DOJ",,0,0,0,1,"$200,000","Global","Government"
"Global",2004,,1,"DOJ",,0,0,0,1,"$200,000","Global","Government"
"Global",2004,,1,"IOM",,1,1,0,0,"$188,268","Global","IGO"
"Global",2004,,1,"IOM",,1,1,0,0,"$177,378","Global","IGO"
"Global",2004,,1,"IOM",,1,1,0,0,"$65,000","Global","IGO"
"Global",2004,,1,"Coalition Against Trafficking in Women",1,0,1,0,0,"$147,096",0,
"Global",2004,,1,"Donna Hughes, PhD, University of Rhode Island",1,0,0,0,0,"$108,478",0,
"Global",2004,,1,"UNODC",,1,0,0,0,"$56,500","Global","IGO"
"Global",2004,,1,"Chemonics, Creative Associates, Partners of the America, IREX, and Charney Research",1,1,1,0,0,"$586,052",1,
"Global",2004,,1,"Development Alternatives, Inc. (DAI)","TAF, Training Resources Group",1,1,1,0,"$829,000","Global","Neither"
"Global",2005,,1,"61 International Visitors","Several",1,0,0,0,"$915,000","Global","Neither"
"Global",2005,,1,"Chemonics","Creative Associates, Partners of the Americas, IREX, Charney Research",1,1,1,1,"$300,000","Global","Neither"
"Global",2005,,1,"CATW",,0,1,0,0,"$425,399","Global","NGO"
"Global",2005,,1,"Shared Hope International",1,0,0,0,0,"$1,900,000",1,
"Global",2005,,1,"IOM",,0,1,0,0,"$130,000","Global","IGO"
"Global",2005,,1,"IOM",,1,0,0,0,"$97,000","Global","IGO"
"Global",2005,,1,"IOM",,1,0,0,0,"$95,000","Global","IGO"
"Global",2006,,1,"106 international visitors","The International Visitor Leadership Program",1,1,1,1,"$2,014,000","Global","Neither"
"Global",2006,,1,"IOM",,1,0,0,1,"$250,000","Global","IGO"
"Global",2006,,1,"ORC-Macro",0,0,0,1,1,"$299,775",1,
"Global",2006,,1,"Chemonics","Creative Associates, Partners of the Americas, IREX, Charney Research",1,1,1,1,"$687,209","Global","Neither"
"Global",2006,,1,"IOM",,1,0,0,0,"$137,367","Global","IGO"
"Global",2006,,1,"IOM",,1,0,0,0,"$200,000","Global","IGO"
"Global",2007,,1,"Interntional Law Enforcement Academis (ILEA) for IOM",0,1,1,0,0,"$272,938",1,
"Global",2007,,1,"IOM",,1,1,1,0,"$463,300","Central America, South America, Caribbean, and Africa","IGO"
"Global",2007,,1,"Chemonics","Creative Associates, Partners of the Americas, IREX, Charney Research",1,1,1,1,"$500,000","Global","Neither"
"Global",2007,,1,"Macro International",1,1,0,1,1,"$1,167,000",1,
"Global",2007,,1,"162 international visitors","International Visitor Leadership Program",1,1,1,1,"$3,483,000","Global","Neither"
"Global",2007,,1,"DOJ/OPDAT",1,1,0,0,0,"$287,500",1,
"Global",2007,,1,"IOM for ILEA",0,1,1,0,0,"$233,173",1,
"Global",2007,,1,"Italian Union for Major Superiors",1,1,0,0,0,"$51,000",1,
"Global",2007,,1,"IOM",,1,0,0,0,"$100,000","Global","IGO"
"Global",2007,,1,"IOM",,1,0,0,0,"$172,147","Global","IGO"
"Global",2007,,1,"IOM",,1,0,0,0,"$100,000","Global","IGO"
"Global",2008,,1,"ACILS",,1,1,1,0,"$433,225","South Asian and Gulf Countries","NPO"
"Global",2008,,1,"Harvard School of Public Health",0,0,0,1,1,"$200,000",1,
"Global",2008,,1,"IOM - Global Victim Database",1,0,0,0,0,"$250,000",0,
"Global",2008,,1,"UNODC",,0,0,1,0,"$214,700","Global","IGO"
"Global",2008,,1,"International Visitors","International Visitor Leadership Program",1,1,1,1,"$1,650,000","Global","Neither"
"Global",2008,,1,"IOM",,1,1,1,1,"$95,000","Global","IGO"
"Global",2008,,1,"IOM",,1,0,0,1,"$60,000","Global","IGO"
"Global",2008,,1,"IOM",,1,0,0,1,"$100,000",,"IGO"
"Global",2008,,1,"Chemonics International","Creative Associates, Partners of the Americas, IREX, Charney Research",1,1,1,1,"$500,000","Global","Neither"
"Global",2008,,1,"Verite",,0,0,0,1,"$1,249,715","Global","NPO"
"Global",2009,,1,"International Visitors","International Visitor Leadership Program",1,1,1,1,"$1,650,000","Global","Neither"
"Global",2009,,1,"Coalition Against Trafficking in Women-Asia Pacific",1,0,0,0,0,"$500,000",0,
"Global",2009,,1,"IOM",,1,0,0,0,"$168,000","Global","IGO"
"Global",2009,,1,"IOM",,0,1,0,0,"$178,500","Global","IGO"
"Global",2009,,1,"IOM",,1,1,0,0,"$340,000","Global","IGO"
"Global",2009,,1,"IOM",,1,1,0,0,"$28,238","Global","IGO"
"Global",2009,,1,"Nedal Foundation",1,1,0,0,0,"$291,000",0,
"Global",2009,,1,"Urban Institute",1,0,0,0,0,"$200,000",0,
"Global",2009,,1,"Westat",,1,0,0,0,"$200,000","Global","Neither"
"Global",2009,,1,"IOM",,1,0,0,1,"$20,000","Global","IGO"
"Global",2009,,1,"IOM",,1,0,0,1,"$120,000","Global","IGO"
"Global",2009,,1,"IOM",,1,0,0,1,"$130,000","Global","IGO"
"Global",2009,,1,"Chemonics","Creative Associates, Partners of the Americas, IREX",1,0,0,1,"$744,000","Global","Neither"
"Global",2009,,1,"Solidarity Center",1,0,0,0,0,"$24,100",1,
"Global",2010,,1,"ACILS",,1,1,1,0,"$750,000","Global","NPO"
"Global",2010,,1,"Fair Trade Fund",1,0,0,0,0,"$200,000",1,
"Global",2010,,1,"International Business Leaders Forum (IBLF)",0,1,0,0,0,"$200,000",1,
"Global",2010,,1,"International Labor Rights Forum",1,1,0,0,0,"$300,000",0,
"Global",2010,,1,"IOM",,1,1,1,0,"$500,000","Global","IGO"
"Global",2010,,1,"IOM",,0,0,1,0,"$330,000","Global","IGO"
"Global",2010,,1,"IOM",,0,1,0,0,"$100,000","Global","IGO"
"Global",2010,,1,"IOM",,0,1,0,0,"$100,000","Global","IGO"
"Global",2010,,1,"UNODC",,1,1,1,0,"$400,000","Global","IGO"
"Global",2010,,1,"Urban Institute",1,1,1,0,0,"$150,000",1,
"Global",2010,,1,"Urban Institute",1,1,1,0,0,"$250,000",0,
"Global",2010,,1,"Warnath Group, LLC",1,1,1,0,0,"$700,000",0,
"Global",2010,,1,"IOM",,0,1,0,0,"$149,696","Global","IGO"
"Global",2010,,1,"IOM",,0,0,0,1,"$500,000","Global","IGO"
"Global",2010,,1,"Westat",,1,1,1,0,"$500,000","Global","Neither"
"Global",2010,,1,"IOM",,1,1,0,0,"Not Listed","Africa, Near East","IGO"
"Global",2010,,1,"International Visitors","N/A","N/A","N/A","N/A","N/A","$1,481,700",0,
"Global",2010,,1,"Not Listed",,1,1,1,1,"$56,000","Global","Neither"
"Global",2010,,1,"Chemonics International",0,0,0,1,1,"$720,141",1,
"Global",2011,,1,"Fair Trade Fund",1,0,0,0,0,"$450,000",0,
"Global",2011,,1,"International Labor Rights Forum",1,0,0,0,0,"$100,000",1,
"Global",2011,,1,"IOM",,0,1,1,0,"$200,000","Global","IGO"
"Global",2011,,1,"Nexus Institute",1,0,0,1,1,"$400,000",0,
"Global",2011,,1,"UNODC",,0,0,1,0,"$100,000","Global","IGO"
"Global",2011,,1,"UNODC",,0,0,1,0,"$190,000","Global","IGO"
"Global",2011,,1,"IOM",,0,0,0,1,"$400,000","Global","IGO"
"Global",2011,,1,"Westat",,0,0,0,1,"$575,000","Global","Neither"
"Global",2011,,1,"UNODC",,"N/A","N/A","N/A","N/A","$500,000","Global","IGO"
"Global",2012,,1,"The Fair Trade Fun",1,0,0,0,0,"$450,000",0,
"Global",2012,,1,"International Business Leaders Forum (IBLF)",0,1,0,0,0,"$350,000",1,
"Global",2012,,1,"IOM",,0,1,0,0,"$250,000","Global","IGO"
"Global",2012,,1,"The National Underground Railroad Freedom Center",1,0,0,0,0,"$225,000",0,
"Global",2012,,1,"The Polaris Project",0,1,0,1,1,"$450,000",0,
"Global",2012,,1,"UNODC",,0,0,1,0,"$1,000,000","Global","IGO"
"Global",2012,,1,"Vierte",,1,0,0,0,"$150,000","Global","NPO"
"Global",2012,,1,"The Warnath Group",0,1,1,1,1,"$550,000",0,
"Global",2012,,1,"Urban Institute",0,0,0,1,1,"$100,000",0,
"Global",2013,,1,"UNODC",,1,0,0,1,"$500,000",,"IGO"
"Global",2013,,1,"ILO",,1,0,0,1,"$500,000",,"IGO"
"Global",2013,,1,"Verit�",,1,0,0,1,"$1,400,000",,"NPO"
"Global",2013,,1,"IOM",,1,1,1,0,"$1,000,000",,"IGO"
"Global",2013,,1,"Warnath Group",0,0,1,1,1,"$1,000,000",0,
"Global",2013,,1,"UNODC",,0,0,1,0,"$2,000,000",,"IGO"
"Global",2013,,1,"UNODC",,0,0,1,1,"$350,000",,"IGO"
"Global",2013,,1,"UNODC",,0,0,1,1,"$125,000",,"IGO"
"Global",2014,,1,"NEXUS Institute",0,0,0,1,1,"$500,000",0,
"Global",2014,,1,"UNODC",,0,0,0,1,"$175,000",,"IGO"
"Global",2014,,1,"IOM",,0,0,0,1,"$200,000",,"IGO"
"Global",2014,,1,"National Underground Railroad Freedom Center",1,0,0,0,0,"$200,000",0,
"Global",2014,,1,"IOM",,0,1,0,0,"$250,000",,"IGO"
"Global",2014,,1,"UNODC",,1,1,1,0,"$550,000",,"IGO"
"Global",2014,,1,"UNODC",,0,0,1,0,"$94,792",,"IGO"
"Greece",2001,350,0,,,,,,,"$0",,
"Greece",2002,350,1,"3 Individuals",1,0,0,0,0,"Not Listed",0,
"Greece",2003,350,0,,,,,,,"$0",,
"Greece",2004,350,0,,,,,,,"$0",,
"Greece",2005,350,0,,,,,,,"$0",,
"Greece",2006,350,0,,,,,,,"$0",,
"Greece",2007,350,0,,,,,,,"$0",,
"Greece",2008,350,0,,,,,,,"$0",,
"Greece",2009,350,0,,,,,,,"$0",,
"Greece",2010,350,0,,,,,,,"$0",,
"Greece",2011,350,0,,,,,,,"$0",,
"Greece",2012,350,0,,,,,,,"$0",,
"Greece",2013,350,0,,,,,,,"$0",,
"Greece",2014,350,,,,,,,,"$0",,
"Grenada",2001,55,0,,,,,,,"$0",,
"Grenada",2002,55,0,,,,,,,"$0",,
"Grenada",2003,55,0,,,,,,,"$0",,
"Grenada",2004,55,0,,,,,,,"$0",,
"Grenada",2005,55,0,,,,,,,"$0",,
"Grenada",2006,55,0,,,,,,,"$0",,
"Grenada",2007,55,0,,,,,,,"$0",,
"Grenada",2008,55,0,,,,,,,"$0",,
"Grenada",2009,55,0,,,,,,,"$0",,
"Grenada",2010,55,0,,,,,,,"$0",,
"Grenada",2011,55,0,,,,,,,"$0",,
"Grenada",2012,55,0,,,,,,,"$0",,
"Grenada",2013,55,0,,,,,,,"$0",,
"Grenada",2014,55,0,,,,,,,"$0",,
"Guatemala",2001,90,0,,,,,,,"$0",,
"Guatemala",2002,90,0,,,,,,,"$0",,
"Guatemala",2003,90,0,,,,,,,"$0",,
"Guatemala",2004,90,1,"Government of Guatemala",0,0,1,0,0,"$86,000",0,
"Guatemala",2004,90,1,"Government of Guatemala",0,1,1,0,0,"$71,250",0,
"Guatemala",2005,90,1,"NAS","ECPAT-GUATE",1,1,0,0,"$173,900",,"Government"
"Guatemala",2006,90,0,,,,,,,"$0",,
"Guatemala",2007,90,0,,,,,,,"$0",,
"Guatemala",2008,90,1,"End Child Prostitution, Child Pornography and Trafficking of Children for Sexual Purpose (ECPAT/Guatemala)",1,1,0,0,0,"$324,000",0,
"Guatemala",2009,90,1,"Covenant House",1,1,1,0,0,"$515,000",0,
"Guatemala",2009,90,1,"Freedom House",1,1,1,0,0,"$130,000",0,
"Guatemala",2010,90,1,"La Asociaci�n Nuestros Ahijados, Institute for Trafficked, Exploited, & Missing Persons (ITEMP)",1,1,0,0,0,"$240,000",0,
"Guatemala",2010,90,1,"IOM",,0,1,0,0,"$550,000",,"IGO"
"Guatemala",2011,90,1,"Covenant House (asociacion Casa Alianza)",1,1,0,0,0,"$400,000",0,
"Guatemala",2012,90,1,"ILO",,1,1,1,0,"$500,000",,"IGO"
"Guatemala",2013,90,0,,,,,,,"$0",,
"Guatemala",2014,90,0,,,,,,,"$0",,
"Guinea",2001,438,0,,,,,,,"$0",,
"Guinea",2002,438,0,,,,,,,"$0",,
"Guinea",2003,438,0,,,,,,,"$0",,
"Guinea",2004,438,0,,,,,,,"$0",,
"Guinea",2005,438,1,"UNICEF",,1,0,0,0,"$100,000",,"IGO"
"Guinea",2005,438,1,"AF/EX","Risk/Family Placement and Adoption (SEDPA)",0,1,0,0,"$5,200",,"NPO"
"Guinea",2005,438,1,"AF/EX","Action Against Exploitation of Women and Children (ACEEF)",0,1,1,0,"$6,400",,"NPO"
